A0,B0,A1,B1,A2,B2,A3,B3,A4,B4,Cin,S0,S1,S2,S3,S4,Cout
0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0
0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0
0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0
0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1
0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0
0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0
0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0
0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0
0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0
0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1
0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0
0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0
0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0
0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0
0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0
0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1
0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1
0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1
0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0
0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0
0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0
0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0
0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0
0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1
0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1
0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0
0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0
0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1
0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0
0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0
0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1
0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1
0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1
0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0
0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0
0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0
0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1
0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1
0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0
0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1
0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1
0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1
0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1
0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1
0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1
0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0
0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0
0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1
0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0
0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0
0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1
0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1
0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0
0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0
0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0
0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0
0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1
0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0
0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0
0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1
0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0
0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0
0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1
0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1
0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1
0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0
0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0
0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0
0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0
0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0
0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0
0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0
0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1
0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0
0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0
0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0
0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1
0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0
0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0
0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1
0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0
0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0
0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0
0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0
0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1
0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1
0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1
0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1
0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0
0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1
0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0
0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0
0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1
0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1
0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1
